This run aims to check if discrepancy is less than 0.0270
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.51643891695,      	0.015219913506,     	0.293604546086,     	1.503597084171,     	0,     	11,    	12,    	
2,     	1.470883885111,     	0.035940497385,     	0.371799101403,     	1.441039312061,     	12,    	21,    	10,    	
3,     	1.414003617076,     	0.030428113132,     	0.218814314706,     	1.386417802612,     	22,    	37,    	16,    	
4,     	1.360203712593,     	0.029676321535,     	0.161931092031,     	1.334424080973,     	38,    	59,    	22,    	
5,     	1.306874356089,     	0.031311862543,     	0.12215793135,      	1.279871033483,     	60,    	86,    	27,    	
6,     	1.252784714802,     	0.030948900818,     	0.100425305339,     	1.225645390926,     	87,    	116,   	30,    	
7,     	1.198508943755,     	0.031061073149,     	0.101923516531,     	1.171787257991,     	117,   	152,   	36,    	
8,     	1.149279159614,     	0.025829013491,     	0.085674585577,     	1.12578111137,      	153,   	194,   	42,    	
9,     	1.10939633917,      	0.018893683405,     	0.047405943527,     	1.09164346493,      	195,   	248,   	54,    	
10,    	1.077755351242,     	0.016008261951,     	0.053656366557,     	1.063052011651,     	249,   	316,   	68,    	
11,    	1.04046309236,      	0.025926189621,     	0.064395411332,     	1.018152422495,     	317,   	369,   	53,    	
12,    	1.002183732897,     	0.018373892591,     	0.05395595224,      	0.985029245432,     	370,   	435,   	66,    	
13,    	0.971882116775,     	0.015246201449,     	0.03682369627,      	0.956007320692,     	436,   	513,   	78,    	
14,    	0.937181913801,     	0.021649415722,     	0.049306146469,     	0.917982123049,     	514,   	583,   	70,    	
15,    	0.902728397291,     	0.017574392705,     	0.03563806734,      	0.886671677552,     	584,   	667,   	84,    	
16,    	0.87295563895,      	0.015851571598,     	0.047519410646,     	0.858192589259,     	668,   	749,   	82,    	
17,    	0.848975725487,     	0.011012749797,     	0.040049084385,     	0.842963276385,     	750,   	855,   	106,   	
18,    	0.832094424206,     	0.012552710528,     	0.036857909274,     	0.820326806864,     	856,   	953,   	98,    	
19,    	0.809362980591,     	0.013862826297,     	0.039821094675,     	0.797952989998,     	954,   	1057,  	104,   	
20,    	0.787704542166,     	0.01182168046,      	0.037539130024,     	0.78518717804,      	1058,  	1157,  	100,   	
21,    	0.770211861323,     	0.017259328472,     	0.031996836512,     	0.754618077929,     	1158,  	1252,  	95,    	
22,    	0.74279696828,      	0.013642904375,     	0.02737929974,      	0.731003047865,     	1253,  	1362,  	110,   	
23,    	0.716017360398,     	0.017288368047,     	0.034237142292,     	0.701077329588,     	1363,  	1460,  	98,    	
24,    	0.689039860801,     	0.013883999382,     	0.033674232101,     	0.676062819927,     	1461,  	1570,  	110,   	
25,    	0.659304630426,     	0.019341692773,     	0.03487429072,      	0.642589954594,     	1571,  	1673,  	103,   	
